username,nom,categorie,biographie,instagram_followers,instagram_following,instagram_posts,tiktok_followers,tiktok_following,tiktok_likes,youtube_subscribers,youtube_views,twitter_followers,score_influence,url_profil,photo_url,source,date_collecte,youtube_videos,niveau
raniatoumi_official,Raniatoumi official,TV Host,,1400000,2700,430,226300,0,0,0,0,0,44,https://www.influenceurs.tn/influencer/show/raniatoumi_official,https://www.influenceurs.tn/uploads/raniatoumi_official.jpg,influenceurs.tn,2026-03-17 15:37:27,,Micro
ghada.chaka,Ghada.chaka,Actors,🧚🏻‍♀️|interior designer-actress-entrepreneur 🛍|owner: @blush.byghadachaka 🪡🧵Contact:ghadachakacontact@gmail.com m.imdb.com/name/nm9920634/?ref_=nv_sr_srsg_0,1200000,178,154,313500,0,0,0,0,0,44,https://www.influenceurs.tn/influencer/show/ghada.chaka,https://www.influenceurs.tn/uploads/ghada.chaka.jpg,influenceurs.tn,2026-03-17 15:43:54,,Micro
bayazardi.officiel,Bayazardi.officiel,TV Host,Présentatrice 📺 Fondatrice de @bybayouu ✨ Digital Manager @choukou_chilavert 💻 📩 baya.zardi.contact@gmail.com,1700000,604,125,12000,0,0,0,0,0,44,https://www.influenceurs.tn/influencer/show/bayazardi.officiel,https://www.influenceurs.tn/uploads/bayazardi.officiel.jpg,influenceurs.tn,2026-03-17 15:36:16,,Micro
ahmed_landolsi,Ahmed landolsi,Actors,,1200000,1200,559,0,0,0,0,0,0,44,https://www.influenceurs.tn/influencer/show/ahmed_landolsi,https://www.influenceurs.tn/uploads/ahmed_landolsi.jpg,influenceurs.tn,2026-03-17 15:46:51,,Micro
atiaaichaofficial,Atiaaichaofficial,Actors,"Actress, producer, entrepreneur 🇹🇳📍🇪🇬 Manager +201288884806 IHEC CARTHAGE 💪 life coach certifiée 👩‍🎓 Ambassador @lella_zwina @odaw.tunis",3200000,752,401,327500,0,0,0,0,0,44,https://www.influenceurs.tn/influencer/show/atiaaichaofficial,https://www.influenceurs.tn/uploads/atiaaichaofficial.jpg,influenceurs.tn,2026-03-17 15:30:42,,Micro
asmaothmaniofficial,Asmaothmaniofficial,Singer,Tunisian singer actress & director 🎬🎥🎤📺 New release 🔥⚡️ #Nechkilelbey is out now ⬇️ #asmaothmani youtu.be/88AMR0rtU1k,1100000,408,1000,0,0,0,0,0,0,44,https://www.influenceurs.tn/influencer/show/asmaothmaniofficial,https://www.influenceurs.tn/uploads/asmaothmaniofficial.jpg,influenceurs.tn,2026-03-17 15:49:07,,Micro
amira_al_jaziri,Amira al jaziri,Modeling,"TV anchor, Entrepreneur & Activist Founder of @aljaziri_couture Vice President of the international council of women entrepreneur ME",2000000,831,308,66400,0,0,0,0,0,44,https://www.influenceurs.tn/influencer/show/amira_al_jaziri,https://www.influenceurs.tn/uploads/amira_al_jaziri.jpg,influenceurs.tn,2026-03-17 15:35:22,,Micro
oumaima_trad,Oumaima trad,Sport,"Trad Ouma🏋️‍♀️أميمة طراد Création digitale 🇹🇳: Tunisian 📖: Pharmacist, ""صحّة الأبدان""👩‍⚕️ 🏔: Toubkal, 4197m 🔐 Ararat, 5173m 🔐.. 🎥: Retired Youtuber#TeamOuma 💪🏻",468400,556,620,293400,0,0,0,0,0,43,https://www.influenceurs.tn/influencer/show/oumaima_trad,https://www.influenceurs.tn/uploads/oumaima_trad.jpg,influenceurs.tn,2026-03-17 15:55:07,,Micro
lydiaasli,Lydiaasli,Fashion,Lydia Ferid Asli 🦁ليديا عسلي Personnalité publique 🏆Arab x Tun swimming champ’🏊🏻‍♀️🇹🇳 🎙Radio columnist👩🏻‍🍳TV HOST 💃Dancer 👩🏻‍🎓 Hotel Management | Digital Marketer🪄,538500,5000,583,69,0,0,0,0,0,43,https://www.influenceurs.tn/influencer/show/lydiaasli,https://www.influenceurs.tn/uploads/lydiaasli.jpg,influenceurs.tn,2026-03-17 16:04:40,,Micro
seima_girl,Seima girl,TV Host,Seïma Jabeur Création digitale 👷🏻‍♀️ Architecte de formation 🏗 ✏ 👩‍🍳 Passionnée par la cuisine 🤤,609100,3900,1500,0,0,0,0,0,0,43,https://www.influenceurs.tn/influencer/show/seima_girl,https://www.influenceurs.tn/uploads/seima_girl.jpg,influenceurs.tn,2026-03-17 16:03:53,,Micro
kaouther.bel.haj,Kaouther.bel.haj,Actors,Artiste Actrice / Animatrice Tunisian Actress Télévision / Radio,544400,548,753,353,0,0,0,0,0,43,https://www.influenceurs.tn/influencer/show/kaouther.bel.haj,https://www.influenceurs.tn/uploads/kaouther.bel.haj.jpg,influenceurs.tn,2026-03-17 16:04:36,,Micro
raniagabsi,Raniagabsi,Actors,Rania Gabsi Artiste Actress | Producer | Model | Animatrice Enseignante d’éducation physique Coach Esthétique Moderne 📩 Rania.gabsi@gmail.com,560500,1300,1200,0,0,0,0,0,0,43,https://www.influenceurs.tn/influencer/show/raniagabsi,https://www.influenceurs.tn/uploads/raniagabsi.jpg,influenceurs.tn,2026-03-17 16:04:16,,Micro
salma_mahjoubi_officiel,Salma mahjoubi officiel,Actors,Acteur(ice) 🇹🇳🇪🇬 Dreamer Co founder of @nala.byssw For collabs contact : Salma.mahjoubi94@gmail.com,679500,2100,591,19,0,0,0,0,0,43,https://www.influenceurs.tn/influencer/show/salma_mahjoubi_officiel,https://www.influenceurs.tn/uploads/salma_mahjoubi_officiel.jpg,influenceurs.tn,2026-03-17 15:55:39,,Micro
fatmanasserofficial,Fatmanasserofficial,Actors,unisian actress and Producer performing in middle East and Arab world and..more🙏 Spread LOVE 💖💖💖,1000000,1600,1600,0,0,0,0,0,0,43,https://www.influenceurs.tn/influencer/show/fatmanasserofficial,https://www.influenceurs.tn/uploads/fatmanasserofficial.jpg,influenceurs.tn,2026-03-17 15:55:44,,Micro
feriel_youssef,Feriel youssef,Actors,Actress Cinema | TV | Theater Having a master from ESC,769500,1500,2000,0,0,0,0,0,0,43,https://www.influenceurs.tn/influencer/show/feriel_youssef,https://www.influenceurs.tn/uploads/feriel_youssef.jpg,influenceurs.tn,2026-03-17 15:54:59,,Micro
mariembchaabane,Mariembchaabane,Actors,Artiste Actress and performing coach. Business contact : mbc.artclef@gmail.com Tel:55567023,535400,748,552,42,0,0,0,0,0,43,https://www.influenceurs.tn/influencer/show/mariembchaabane,https://www.influenceurs.tn/uploads/mariembchaabane.jpg,influenceurs.tn,2026-03-17 16:04:49,,Micro
oussema.soulii,Oussema.soulii,Makeup Artist,Maquilleur Make-up Artist & Hair Styling Bridal Make Up 📍Sousse Numéro Sousse : 23.915.854 WhatsApp Sousse : 50.706.943 WhatsApp Dubai : + 971583031298,522100,1300,1600,0,0,0,0,0,0,43,https://www.influenceurs.tn/influencer/show/oussema.soulii,https://www.influenceurs.tn/uploads/oussema.soulii.jpg,influenceurs.tn,2026-03-17 16:05:09,,Micro
meriembenhussein,Meriembenhussein,Actors,Tv Presenter in Tunisia🇹🇳 Actress Personnage public,717900,1000,702,55600,0,0,0,0,0,43,https://www.influenceurs.tn/influencer/show/meriembenhussein,https://www.influenceurs.tn/uploads/meriembenhussein.jpg,influenceurs.tn,2026-03-17 15:59:05,,Micro
maryem__sakka,Maryem  sakka,Lifestyle,Lifestyle and good energy✨ 🇹🇳|Owner of @marinette__boutique M 💎Aïcha 💎 Jad 29y ♑️ 💌Marielifestyle8@gmail.com,938400,837,1200,0,0,0,0,0,0,43,https://www.influenceurs.tn/influencer/show/maryem__sakka,https://www.influenceurs.tn/uploads/maryem__sakka.jpg,influenceurs.tn,2026-03-17 15:56:08,,Micro
peekette,Peekette,TV Host,"Please let me keep this memory, just this one.. Guess The movie ✨️ 📧 peeka@phenomenesjoyeux.com Digital and Security Account Manager @slim_karray",762500,2200,2500,0,0,0,0,0,0,43,https://www.influenceurs.tn/influencer/show/peekette,https://www.influenceurs.tn/uploads/peekette.jpg,influenceurs.tn,2026-03-17 15:55:02,,Micro
jihenemiled,Jihenemiled,TV Host,Jihan Miled 🎙Radio Presenter & Producer @mosaiquefmofficiel 🖥 TV Presenter & Producer 🖌 Advert. Designer 🧚🏼‍♀️ 📮jijimiled07@icloud.com,834200,58,917,158300,0,0,0,0,0,43,https://www.influenceurs.tn/influencer/show/jihenemiled,https://www.influenceurs.tn/uploads/jihenemiled.jpg,influenceurs.tn,2026-03-17 15:55:52,,Micro
nourasamet,Nourasamet,Food,Noura Samet Restaurant Food & lifestyle . Content creator. 📧 Noura.samet@yahoo.com,378400,3800,1600,51500,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/nourasamet,https://www.influenceurs.tn/uploads/nourasamet.jpg,influenceurs.tn,2026-03-17 16:10:37,,Micro
instaieb,Instaieb,Lifestyle,T A I E B 🖌️ @phenomenesjoyeux 🐤 @sama.tunis 🪗 @teatrololla 💻 @yuka.tunis 🎨 @quetaltunis 🛍️ @amelie.m.a.dit 👨🏻‍💻 @al_kitsch & much more ! ✨,187200,6400,1900,91,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/instaieb,https://www.influenceurs.tn/uploads/instaieb.jpg,influenceurs.tn,2026-03-17 16:26:44,,Micro
raoudhaamri_nutrition,Raoudhaamri nutrition,Doctor,Raoudha Amri nutrition Personnalité publique 👩‍⚕️Nutritionniste ☎️54525252 Contact: raoudha.amri.nutrition@gmail.com maps.app.goo.gl/t6xy7XoqKCm9NPa88?g_st=ic,347900,1100,1200,118700,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/raoudhaamri_nutrition,https://www.influenceurs.tn/uploads/raoudhaamri_nutrition.jpg,influenceurs.tn,2026-03-17 16:11:02,,Micro
yassine.gaidi,Yassine.gaidi,Photographer,Professional News #Photographer 📸 @anadoluimages Ps : All published Photos are mine,97800,3200,1100,6600,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/yassine.gaidi,https://www.influenceurs.tn/uploads/yassine.gaidi.jpg,influenceurs.tn,2026-03-17 16:44:49,,Micro
thew_lifestyle,Thew lifestyle,Lifestyle,Blogging فالحقيقة خير من الإنستقرام😋 Working on my dreams✨Mom of two🐶Tessy & Zoé,441200,1500,1400,11,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/thew_lifestyle,https://www.influenceurs.tn/uploads/thew_lifestyle.jpg,influenceurs.tn,2026-03-17 16:10:02,,Micro
kamiliayat,Kamiliayat,Lifestyle,Création digitale Welcome to my World Mail : contactkamilia@ykone.com,454600,6600,1500,114,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/kamiliayat,https://www.influenceurs.tn/uploads/kamiliayat.jpg,influenceurs.tn,2026-03-17 16:11:06,,Micro
hamdi_hadda,Hamdi hadda,Actors,Hamdi Hadda Franco- Tunisien/ Acteur / maître de cérémonie / coach théâtral / Brand Ambassador / amoureux des voyages 🇺🇸🇲🇾🇮🇹🇹🇭🇪🇬🇲🇦🇫🇷🇹🇷🇩🇪🇧🇪🇪🇸 🇦🇪🇨🇿🇩🇿/ photographe,145400,1400,9200,381,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/hamdi_hadda,https://www.influenceurs.tn/uploads/hamdi_hadda.jpg,influenceurs.tn,2026-03-17 16:34:05,,Micro
jamilachihi,Jamilachihi,Actors,🎭Actrice Professeur de théâtre 🇯 🇦 🇲 🇮 🇱 🇦 ➖ 🇨 🇭 🇮 🇭 🇮,102200,566,1200,33300,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/jamilachihi,https://www.influenceurs.tn/uploads/jamilachihi.jpg,influenceurs.tn,2026-03-17 16:36:16,,Micro
nour_chiba_officiel,Nour chiba officiel,Singer,Artiste Page fb : Nour Chiba نور شيبة Tik Tok : Nour_Chiba,357400,792,1300,115200,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/nour_chiba_officiel,https://www.influenceurs.tn/uploads/nour_chiba_officiel.jpg,influenceurs.tn,2026-03-17 16:10:59,,Micro
rymhammamy,Rymhammamy,Makeup Artist,Make Up Artist 🇹🇳 Brides expert 👰 hair dressing Tél 📞 +216 23 345 663 +216 56 757 500 Fixe ☎️ 70632850,162700,1400,1300,155,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/rymhammamy,https://www.influenceurs.tn/uploads/rymhammamy.jpg,influenceurs.tn,2026-03-17 16:33:31,,Micro
k__obs,K  obs,Lifestyle,"🇹🇳ᴍᴀ ᴠʀᴀɪᴇ ᴠɪᴇ; ғᴀᴍɪʟʟᴇ,ᴄᴜɪsɪɴᴇ,ʙᴏɴs ᴘʟᴀɴs ᴇᴛ éᴄʟᴀᴛs ᴅᴇ ʀɪʀᴇ @villacesar2009 @vog.stores 📩 𝐊𝐡𝐚𝐨𝐮𝐥𝐚𝐨𝐛𝐬@𝐲𝐚𝐡𝐨𝐨.𝐜𝐨𝐦",176300,1300,2000,51800,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/K__obs,https://www.influenceurs.tn/uploads/K__obs.jpg,influenceurs.tn,2026-03-17 16:27:35,,Micro
thequeen_nutella,Thequeen nutella,Modeling,Najeh jhider 📍🇦🇪 🇹🇳 Makeup artist Founder @nutty_hair,106100,933,4900,4200,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/thequeen_nutella,https://www.influenceurs.tn/uploads/thequeen_nutella.jpg,influenceurs.tn,2026-03-17 16:40:34,,Micro
jannah_cuisine,Jannah cuisine,Food,"Sondes Chaalani 📍Essen, Germany 🇩🇪 🇹🇳💍🇲🇦 Mum of 2 👧🏻👑👧🏻",241300,777,1100,126,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/jannah_cuisine,https://www.influenceurs.tn/uploads/jannah_cuisine.jpg,influenceurs.tn,2026-03-17 16:24:19,,Micro
niels_aouay,Niels aouay,Lifestyle,Botanical woman 🌵 Pharmacist 👩‍⚕️ 💉 Lifestyle Deco &beauty addict 🇹🇳🇵🇸 Born to be a doctor of cosmetics Director R&D of Elegant Makeup & Nihel www.nihel.com,410700,4600,4800,1,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/niels_aouay,https://www.influenceurs.tn/uploads/niels_aouay.jpg,influenceurs.tn,2026-03-17 16:13:41,,Micro
toumi_lina,Toumi lina,Lifestyle,📧 lina.toumi@tawa.digital Owner of @toumis_garden 🇹🇳Brand ambassador @azar_diamonds Fashion•Beauty•Lifestyle•Travel ✨Member of @tawadigitaltalents,175000,1600,1300,307700,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/toumi_lina,https://www.influenceurs.tn/uploads/toumi_lina.jpg,influenceurs.tn,2026-03-17 16:05:36,,Micro
sabrine_choura,Sabrine choura,Food,Sabrine🙋🏻‍♀️ realistic lifestyle 😘 Tunisienne 🇹🇳 juriste 👩🏻‍⚖️ Leo ♌️ 🦁 Animatrice cuisine 👩🏻‍🍳 @television.tunisienne,105500,1800,3000,218,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/sabrine_choura,https://www.influenceurs.tn/uploads/sabrine_choura.jpg,influenceurs.tn,2026-03-17 16:44:30,,Micro
amal.amamou,Amal.amamou,Lifestyle,📍🏡🇦🇪 🇨🇦🇹🇳 Founder @taalaki_community /@resetwithamal 💌 amalamamoupro@gmail.com ✨programme la psycho des couples,202100,1200,1500,1,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/amal.amamou,https://www.influenceurs.tn/uploads/amal.amamou.jpg,influenceurs.tn,2026-03-17 16:28:24,,Micro
macneer,Macneer,Fashion,"Rania Makni 📍Brussels, Belgium 🇧🇪 & Tunisia 🇹🇳 Follow me on Tiktok @Macneer Macneeramel@gmail.com",130199,969,2200,235,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/macneer,https://www.influenceurs.tn/uploads/macneer.jpg,influenceurs.tn,2026-03-17 16:36:44,,Micro
belleetgourmande,Belleetgourmande,Food,Création digitale FOOD-TRIP-FASHION-BEAUTY 🇹🇳 🤝Mail: Belleetgourmande13@gmail.com,481700,4000,2000,8,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/belleetgourmande,https://www.influenceurs.tn/uploads/belleetgourmande.jpg,influenceurs.tn,2026-03-17 16:05:39,,Micro
ilef.b,Ilef.b,Modeling,"ILEF BAATOUT ✨ Beauté, cosmétique et soins Here to inspire 🌹 🇹🇳 Born & living 🇶🇦 raised 🇷🇴 pharmacist 🧪 💌 : ilef@karpainfluence.tn linktr.ee/ilef.b",342700,2100,2100,29500,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/ilef.b,https://www.influenceurs.tn/uploads/ilef.b.jpg,influenceurs.tn,2026-03-17 16:15:48,,Micro
inasaly,Inasaly,Actors,Inas Ali Tunisian actress performing in Egypt 🇹🇳🇪🇬 Snapchat : @inas_ali Tiktok: @inasaly01 Profil Facebook,258600,517,1100,66100,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/inasaly,https://www.influenceurs.tn/uploads/inasaly.jpg,influenceurs.tn,2026-03-17 16:18:33,,Micro
manel__hamrouni,Manel  hamrouni,Doctor,Manel Hamrouni منال الحمروني _Tunisian 🇹🇳 🍀 _ TV PRSENTER-@mbcmasrtv 2 _Actress 🎥 _ Model 💃🏻 _Fitness addict 👟 _ Snap 👻: manaljoon manalhamrouni@hotmail.fr,217400,828,1200,11,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/manel__hamrouni,https://www.influenceurs.tn/uploads/manel__hamrouni.jpg,influenceurs.tn,2026-03-17 16:27:55,,Micro
troudibilel,Troudibilel,Food,"Bilel Troudi 👤 Visual Content creator 📷 interior Designer, Foodstylist & photographer 🇹🇳 Tunisia / Monastir",298400,988,2000,40800,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/troudibilel,https://www.influenceurs.tn/uploads/troudibilel.jpg,influenceurs.tn,2026-03-17 16:19:10,,Micro
majdouline_beauty,Majdouline beauty,Lifestyle,Majdouline 📩 e-mail : majdoulynebeauty@gmail.com 📍Tunisia,168100,3300,1200,6600,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/majdouline_beauty,https://www.influenceurs.tn/uploads/majdouline_beauty.jpg,influenceurs.tn,2026-03-17 16:29:37,,Micro
hendjebali,Hendjebali,Lifestyle,Hend Jebali - Fashion Photographer ᴀɴᴅ Burrata Lover - Soon to be pottery maker.. - ᴠɪsᴜᴀʟ sᴛᴏʀʏᴛᴇʟʟᴇʀ - Dubai / Paris,137000,3800,2500,2,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/hendjebali,https://www.influenceurs.tn/uploads/hendjebali.jpg,influenceurs.tn,2026-03-17 16:36:03,,Micro
coucoulesgourmands,Coucoulesgourmands,Food,Nesrine Cherif Pour toute collaboration contactez moi par e-mail 💌 « coucoulesgourmands@gmail.com »🇹🇳📍🇨🇦 ♈️ Liens pour ma chaine YouTube et ma page Facebook ⬇️,313100,2700,4900,835,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/coucoulesgourmands,https://www.influenceurs.tn/uploads/coucoulesgourmands.jpg,influenceurs.tn,2026-03-17 16:21:07,,Micro
tastemysweetlife,Tastemysweetlife,Food,Amel Ben Slamia Blogger culinary / Financière chez @muse_agency travel 🇾🇪🇱🇷🇶🇦🇮🇩🇳🇱🇹🇭🇩🇪🇹🇳🇪🇬🇵🇹🇨🇿 🇭🇰🇫🇷🇮🇹 🇨🇦🇦🇹🇱🇺🇹🇷🇦🇪🇵🇫🇬🇷🇨🇭 fashionholic youtube :tastemysweetlife amel,281900,5900,3300,6,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/tastemysweetlife,https://www.influenceurs.tn/uploads/tastemysweetlife.jpg,influenceurs.tn,2026-03-17 16:24:50,,Micro
sami.benabdallah,Sami.benabdallah,Lifestyle,Founder @sam___events ✨ FASHION | FOOD | LIFESTYLE | ART 📩 Contactsami@ykone.com 📩 Sami.benabdallah92@gmail.com,165600,3600,1200,42300,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/sami.benabdallah,https://www.influenceurs.tn/uploads/sami.benabdallah.jpg,influenceurs.tn,2026-03-17 16:28:10,,Micro
bahakefi,Bahakefi,Singer,Baha Kefi بهاء الكافي 🎤Tunisian Arab Singer 💍 to my soulmate 💏 👩‍👧‍👦Joya&Kian 🍃Nature lover 🎶Art lover 🧘‍♀️Oneness seeker Facebook👉 Bahaa Alkafy Youtube👉 Baha Kefi,149100,2200,1100,3,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/bahakefi,https://www.influenceurs.tn/uploads/bahakefi.jpg,influenceurs.tn,2026-03-17 16:33:54,,Micro
nadhir_mindfreak,Nadhir mindfreak,Photographer,𝐍𝐚𝐝𝐡𝐢𝐫 𝐌𝐢𝐧𝐝𝐟𝐫𝐞𝐚𝐤 ▼ Merci de me contacter par email ou bien sur whatsapp pour toutes demandes professionnelles. Contact : nadhir@mindfreakprod.com,140400,7500,1800,13,0,0,0,0,0,42,https://www.influenceurs.tn/influencer/show/nadhir_mindfreak,https://www.influenceurs.tn/uploads/nadhir_mindfreak.jpg,influenceurs.tn,2026-03-17 16:34:21,,Micro
aymenabdennour_,Aymenabdennour,Sport,Étoile du Sahel 🇹🇳 Werder bremen 🇩🇪 Toulouse Fc 🇫🇷 AS Monaco 🇲🇨 Valencia CF 🇪🇸 Olympique de Marseille 🇫🇷 Kayserispor 🇹🇷 Umm salal 🇶🇦 rodez 🇫🇷,2600000,2200,429,0,0,0,0,0,0,39,https://www.influenceurs.tn/influencer/show/aymenabdennour_,https://www.influenceurs.tn/uploads/aymenabdennour_.jpg,influenceurs.tn,2026-03-17 15:32:32,,Nano
yassinebengamra,Yassinebengamra,Actors,Actor | Model | Tv presenter & producer 📩 contact@yassinebengamra.com Agence @perception_agency_ DGM @malekmwlhi,1300000,1400,205,0,0,0,0,0,0,39,https://www.influenceurs.tn/influencer/show/yassinebengamra,https://www.influenceurs.tn/uploads/yassinebengamra.jpg,influenceurs.tn,2026-03-17 15:44:15,,Nano
mastersina_official,Mastersina official,Rap,Management/Bookings:mastersina88@gmail.com : num whatsapp 00393281759631,1300000,196,10,270000,0,0,0,0,0,39,https://www.influenceurs.tn/influencer/show/mastersina_official,https://www.influenceurs.tn/uploads/mastersina_official.jpg,influenceurs.tn,2026-03-17 15:37:37,,Nano
midouch_talbi,Midouch talbi,Fashion,Mohamed semouddine Talbi محمدسمو الدين الطالبي 📍🇦🇪🇹🇷🇹🇳 Digital Manager : @choukou_chilavert @midouch_bath_ @personal_shopper_midouchi,1100000,2100,62,130300,0,0,0,0,0,39,https://www.influenceurs.tn/influencer/show/midouch_talbi,https://www.influenceurs.tn/uploads/midouch_talbi.jpg,influenceurs.tn,2026-03-17 15:45:08,,Nano
salemmonsieur,Salemmonsieur,Humor,Salem Mr (Amir Tlili) 📧 Collaboration : salemmrcompte@gmail.com 🥇Youtube channel🥇1 Million..,738100,746,77,311900,0,0,0,0,0,39,https://www.influenceurs.tn/influencer/show/salemmonsieur,https://www.influenceurs.tn/uploads/salemmonsieur.jpg,influenceurs.tn,2026-03-17 15:43:21,,Nano
youssef_msekni,Youssef msekni,Sport,Tunisian player ⚽️🇹🇳 Snapchat msekni28,1200000,686,415,0,0,0,0,0,0,39,https://www.influenceurs.tn/influencer/show/youssef_msekni,https://www.influenceurs.tn/uploads/youssef_msekni.jpg,influenceurs.tn,2026-03-17 15:45:11,,Nano
dali_benjemaa,Dali benjemaa,Actors,Acteur | metteur en scène . Directeur de @elmakhzen 📩 contact.dalibenjemaa@gmail.com,1100000,861,173,0,0,0,0,0,0,39,https://www.influenceurs.tn/influencer/show/dali_benjemaa,https://www.influenceurs.tn/uploads/dali_benjemaa.jpg,influenceurs.tn,2026-03-17 15:43:01,,Nano
chirinelajmi,Chirinelajmi,Singer,Sherine - Chirine Lajmi ⚡️ شيرين اللجمي 𝓣𝓾𝓷𝓲𝓼𝓲𝓪𝓷 𝓐𝓻𝓽𝓲𝓼𝓽 🇹🇳 مطربة تونسية🌸 Booking : 00216 51 508 000 New song ❤️,1000000,1500,97,290600,0,0,0,0,0,39,https://www.influenceurs.tn/influencer/show/chirinelajmi,https://www.influenceurs.tn/uploads/chirinelajmi.jpg,influenceurs.tn,2026-03-17 15:38:18,,Nano
lotfiabdelli,Lotfiabdelli,Actors,Prochain spectacle a Paris tous les dimanches au théâtre bo à 19 h c politiquement incorrect 😂😂,2200000,5100,55,47600,0,0,0,0,0,39,https://www.influenceurs.tn/influencer/show/lotfiabdelli,https://www.influenceurs.tn/uploads/lotfiabdelli.jpg,influenceurs.tn,2026-03-17 15:32:04,,Nano
onsjabeur,Onsjabeur,Sport,🇹🇳 Tunisian professional tennis player ❤️ 🎾 Management @adelaref,1300000,286,444,0,0,0,0,0,0,39,https://www.influenceurs.tn/influencer/show/onsjabeur,https://www.influenceurs.tn/uploads/onsjabeur.jpg,influenceurs.tn,2026-03-17 15:44:39,,Nano
a.l.a_official,A.l.a official,Rap,Booking : booking@ala-official.com Noss ellil is out 👇,1800000,762,4,50800,0,0,0,0,0,39,https://www.influenceurs.tn/influencer/show/a.l.a_official,https://www.influenceurs.tn/uploads/a.l.a_official.jpg,influenceurs.tn,2026-03-17 15:35:58,,Nano
sanfara7050,Sanfara7050,Rap,For booking contact : WhatsApp +216 21 023 000 Tel +216 53 428 686 Email : sanfara.official@gmail.com @smurfit.tun,2200000,196,37,713500,0,0,0,0,0,39,https://www.influenceurs.tn/influencer/show/sanfara7050,https://www.influenceurs.tn/uploads/sanfara7050.jpg,influenceurs.tn,2026-03-17 15:30:50,,Nano
ammarjemal5,Ammarjemal5,Sport,Ammar Jemal Football player in Al Arabi club ⚽️ Qatar 🇶🇦 en.m.wikipedia.org/wiki/Ammar_Jemal,556200,388,184,796,0,0,0,0,0,38,https://www.influenceurs.tn/influencer/show/ammarjemal5,https://www.influenceurs.tn/uploads/ammarjemal5.jpg,influenceurs.tn,2026-03-17 16:01:37,,Nano
onshm,Onshm,Fashion,Content creator and founder of @annouofficial www.annou.tn,688100,756,474,57,0,0,0,0,0,38,https://www.influenceurs.tn/influencer/show/onshm,https://www.influenceurs.tn/uploads/onshm.jpg,influenceurs.tn,2026-03-17 15:59:30,,Nano
habibaghribi,Habibaghribi,Sport,Athlète 3000m steeple chase ⭐️🏃‍♀️ 🥇1x Olympic Champion London 12 🥇2x World championship 11 |15 🥇9x Diamond League Tunisian Sport's Ambassador 🇹🇳 TV Host,514700,2100,581,0,0,0,0,0,0,38,https://www.influenceurs.tn/influencer/show/habibaghribi,https://www.influenceurs.tn/uploads/habibaghribi.jpg,influenceurs.tn,2026-03-17 16:05:18,,Nano
ghalia.salhi,Ghalia.salhi,Lifestyle,Personnalité publique 𝙒𝙚𝙡𝙘𝙤𝙢𝙚 𝙏𝙤 𝙈𝙮 𝙒𝙤𝙧𝙡𝙙 💎 𝓒𝓸𝓷𝓽𝓪𝓬𝓽 𝓹𝓻𝓸 : @ghalia.salhipro 💎 𝓜𝓸𝓶 💎 𝓕𝓲𝓽𝓷𝓮𝓼𝓼 𝓪𝓷𝓭 𝓵𝓲𝓯𝓮𝓼𝓽𝔂𝓵𝓮 💎 𝓒𝓱𝓮𝓶𝓲𝓬𝓪𝓵𝓮𝓷𝓰𝓲𝓷𝓮𝓮𝓻𝓲𝓷𝓰,553000,114,121,1,0,0,0,0,0,38,https://www.influenceurs.tn/influencer/show/ghalia.salhi,https://www.influenceurs.tn/uploads/ghalia.salhi.jpg,influenceurs.tn,2026-03-17 16:04:32,,Nano
