username,nom,categorie,biographie,instagram_followers,instagram_following,instagram_posts,tiktok_followers,tiktok_following,tiktok_likes,youtube_subscribers,youtube_views,twitter_followers,score_influence,url_profil,photo_url,source,date_collecte
meriembenhussein,Meriembenhussein,Actors,Tv Presenter in Tunisia🇹🇳 Actress Personnage public,717900,1000,702,55600,0,0,0,0,0,57,https://www.influenceurs.tn/influencer/show/meriembenhussein,https://www.influenceurs.tn/uploads/meriembenhussein.jpg,influenceurs.tn,2026-03-17 15:57:19
feriel_youssef,Feriel youssef,Actors,Actress Cinema | TV | Theater Having a master from ESC,769500,1500,2000,0,0,0,0,0,0,47,https://www.influenceurs.tn/influencer/show/feriel_youssef,https://www.influenceurs.tn/uploads/feriel_youssef.jpg,influenceurs.tn,2026-03-17 15:57:23
peekette,Peekette,TV Host,"Please let me keep this memory, just this one.. Guess The movie ✨️ 📧 peeka@phenomenesjoyeux.com Digital and Security Account Manager @slim_karray",762500,2200,2500,0,0,0,0,0,0,47,https://www.influenceurs.tn/influencer/show/peekette,https://www.influenceurs.tn/uploads/peekette.jpg,influenceurs.tn,2026-03-17 15:57:27
oumaima_trad,Oumaima trad,Sport,"Trad Ouma🏋️‍♀️أميمة طراد Création digitale 🇹🇳: Tunisian 📖: Pharmacist, ""صحّة الأبدان""👩‍⚕️ 🏔: Toubkal, 4197m 🔐 Ararat, 5173m 🔐.. 🎥: Retired Youtuber#TeamOuma 💪🏻",468400,556,620,293400,0,0,0,0,0,57,https://www.influenceurs.tn/influencer/show/oumaima_trad,https://www.influenceurs.tn/uploads/oumaima_trad.jpg,influenceurs.tn,2026-03-17 15:57:30
ahmed_kafon.officiel,Ahmed kafon.officiel,Singer,Ahmed Laabidi Laabidi 🇹🇳🇩🇿🇱🇾🇦🇪🇶🇦🇴🇲🇨🇦🇫🇷🇩🇪🇮🇹🇧🇪🇳🇱🇲🇹,689300,213,167,71800,0,0,0,0,0,50,https://www.influenceurs.tn/influencer/show/ahmed_kafon.officiel,https://www.influenceurs.tn/uploads/ahmed_kafon.officiel.jpg,influenceurs.tn,2026-03-17 15:57:33
souhir_ben_amara,Souhir ben amara,Actors,Souhir Ben Amara Actress,728600,932,349,0,0,0,0,0,0,44,https://www.influenceurs.tn/influencer/show/souhir_ben_amara,https://www.influenceurs.tn/uploads/souhir_ben_amara.jpg,influenceurs.tn,2026-03-17 15:57:40
wassim.migalo.official,Dorra zarrouk,Actors,"Création de vidéos Tunisian Maestro of laughter, captivating audiences as TV Host 🇹🇳",16700000,168,669,1200000,0,0,0,0,0,75,https://www.influenceurs.tn/influencer/show/wassim.migalo.official,https://www.influenceurs.tn/uploads/wassim.migalo.official.jpg,influenceurs.tn,2026-03-17 15:57:45
onshm,Onshm,Fashion,Content creator and founder of @annouofficial www.annou.tn,688100,756,474,57,0,0,0,0,0,54,https://www.influenceurs.tn/influencer/show/onshm,https://www.influenceurs.tn/uploads/onshm.jpg,influenceurs.tn,2026-03-17 15:58:15
sahri.bahri,Sahri.bahri,"Video Blogger, TV Host","Création de vidéos 📍Tunis, Tunisia 🇹🇳 <-> Paris, France 🇫🇷 📩 bahriyousseff@gmail.com ✍🏻 Copywriter youtube.com/@sahribahri-8321",685700,993,212,121,0,0,0,0,0,54,https://www.influenceurs.tn/influencer/show/sahri.bahri,https://www.influenceurs.tn/uploads/sahri.bahri.jpg,influenceurs.tn,2026-03-17 15:58:22
medislambouglia,Medislambouglia,Sport,"Mohamed Islam Bouglia Athlète •Tunisian🇹🇳 warrior🥇 •African champion of paratriathlon,rowing 🏆 •Business => bougliamohamedislem@gmail.com •Influencer🤝 •owner of @moon_clothing_97",469300,443,295,215700,0,0,0,0,0,54,https://www.influenceurs.tn/influencer/show/medislambouglia,https://www.influenceurs.tn/uploads/medislambouglia.jpg,influenceurs.tn,2026-03-17 15:58:25
salma_mahjoubi_officiel,Salma mahjoubi officiel,Actors,Acteur(ice) 🇹🇳🇪🇬 Dreamer Co founder of @nala.byssw For collabs contact : Salma.mahjoubi94@gmail.com,679500,2100,591,19,0,0,0,0,0,57,https://www.influenceurs.tn/influencer/show/salma_mahjoubi_officiel,https://www.influenceurs.tn/uploads/salma_mahjoubi_officiel.jpg,influenceurs.tn,2026-03-17 15:58:42
mohamed_amine_gara1,Dorra zarrouk,Actors,Med amine gara محمد امين قارة TV producer and presenter @elhiwarettounsi.tv Radio presenter producer @mosaiquefm,16700000,187,846,1200000,0,0,0,0,0,75,https://www.influenceurs.tn/influencer/show/mohamed_amine_gara1,https://www.influenceurs.tn/uploads/mohamed_amine_gara1.jpg,influenceurs.tn,2026-03-17 15:58:46
azzaslimene,Azzaslimene,Modeling,,801600,0,0,0,0,0,0,0,0,32,https://www.influenceurs.tn/influencer/show/azzaslimene,https://www.influenceurs.tn/uploads/azzaslimene.jpg,influenceurs.tn,2026-03-17 15:58:49
tanwicha,Tanwicha,Food,Manel Jouini Création digitale •نودكم ولا نشهيكم 😋🇹🇳 #easyrecipes / #cookingvideo / #streetfood created by Manel : GirlBoss•Entrepreneure•Productrice•TvHost 📩 tanwichafood@gmail.com,466700,4500,1200,330900,0,0,0,0,0,57,https://www.influenceurs.tn/influencer/show/tanwicha,https://www.influenceurs.tn/uploads/tanwicha.jpg,influenceurs.tn,2026-03-17 15:58:54
meriem_ben_moulehem__malika,Meriem ben moulehem  malika,Actors,Acteur(ice) ممثلة وإعلامية و موديل For Business DM 📩 موتوا …فتفتو أنا الملكة👑 📍🇪🇬مصر 📍🇹🇳تونس 𝓜𝓮𝓻𝓲𝓮𝓶 𝓫𝓮𝓷 𝓜𝓸𝓾𝓵𝓮𝓱𝓮𝓶 www.tiktok.com/@meriembenmoulehem?_t=8ejFcz6uAWT&_r=1,504500,6900,6000,290500,0,0,0,0,0,57,https://www.influenceurs.tn/influencer/show/meriem_ben_moulehem__malika,https://www.influenceurs.tn/uploads/meriem_ben_moulehem__malika.jpg,influenceurs.tn,2026-03-17 15:58:59
juliachaouachi,Juliachaouachi,Actors,London 🇬🇧,760800,7500,463,22700,0,0,0,0,0,54,https://www.influenceurs.tn/influencer/show/juliachaouachi,https://www.influenceurs.tn/uploads/juliachaouachi.jpg,influenceurs.tn,2026-03-17 15:59:02
meriembenhussein,Meriembenhussein,Actors,Tv Presenter in Tunisia🇹🇳 Actress Personnage public,717900,1000,702,55600,0,0,0,0,0,57,https://www.influenceurs.tn/influencer/show/meriembenhussein,https://www.influenceurs.tn/uploads/meriembenhussein.jpg,influenceurs.tn,2026-03-17 15:59:05
feriel_youssef,Feriel youssef,Actors,Actress Cinema | TV | Theater Having a master from ESC,769500,1500,2000,0,0,0,0,0,0,47,https://www.influenceurs.tn/influencer/show/feriel_youssef,https://www.influenceurs.tn/uploads/feriel_youssef.jpg,influenceurs.tn,2026-03-17 15:59:09
peekette,Peekette,TV Host,"Please let me keep this memory, just this one.. Guess The movie ✨️ 📧 peeka@phenomenesjoyeux.com Digital and Security Account Manager @slim_karray",762500,2200,2500,0,0,0,0,0,0,47,https://www.influenceurs.tn/influencer/show/peekette,https://www.influenceurs.tn/uploads/peekette.jpg,influenceurs.tn,2026-03-17 15:59:13
oumaima_trad,Oumaima trad,Sport,"Trad Ouma🏋️‍♀️أميمة طراد Création digitale 🇹🇳: Tunisian 📖: Pharmacist, ""صحّة الأبدان""👩‍⚕️ 🏔: Toubkal, 4197m 🔐 Ararat, 5173m 🔐.. 🎥: Retired Youtuber#TeamOuma 💪🏻",468400,556,620,293400,0,0,0,0,0,57,https://www.influenceurs.tn/influencer/show/oumaima_trad,https://www.influenceurs.tn/uploads/oumaima_trad.jpg,influenceurs.tn,2026-03-17 15:59:16
ahmed_kafon.officiel,Ahmed kafon.officiel,Singer,Ahmed Laabidi Laabidi 🇹🇳🇩🇿🇱🇾🇦🇪🇶🇦🇴🇲🇨🇦🇫🇷🇩🇪🇮🇹🇧🇪🇳🇱🇲🇹,689300,213,167,71800,0,0,0,0,0,50,https://www.influenceurs.tn/influencer/show/ahmed_kafon.officiel,https://www.influenceurs.tn/uploads/ahmed_kafon.officiel.jpg,influenceurs.tn,2026-03-17 15:59:18
souhir_ben_amara,Souhir ben amara,Actors,Souhir Ben Amara Actress,728600,932,349,0,0,0,0,0,0,44,https://www.influenceurs.tn/influencer/show/souhir_ben_amara,https://www.influenceurs.tn/uploads/souhir_ben_amara.jpg,influenceurs.tn,2026-03-17 15:59:21
wassim.migalo.official,Dorra zarrouk,Actors,"Création de vidéos Tunisian Maestro of laughter, captivating audiences as TV Host 🇹🇳",16700000,168,669,1200000,0,0,0,0,0,75,https://www.influenceurs.tn/influencer/show/wassim.migalo.official,https://www.influenceurs.tn/uploads/wassim.migalo.official.jpg,influenceurs.tn,2026-03-17 15:59:25
onshm,Onshm,Fashion,Content creator and founder of @annouofficial www.annou.tn,688100,756,474,57,0,0,0,0,0,54,https://www.influenceurs.tn/influencer/show/onshm,https://www.influenceurs.tn/uploads/onshm.jpg,influenceurs.tn,2026-03-17 15:59:30
sahri.bahri,Sahri.bahri,"Video Blogger, TV Host","Création de vidéos 📍Tunis, Tunisia 🇹🇳 <-> Paris, France 🇫🇷 📩 bahriyousseff@gmail.com ✍🏻 Copywriter youtube.com/@sahribahri-8321",685700,993,212,121,0,0,0,0,0,54,https://www.influenceurs.tn/influencer/show/sahri.bahri,https://www.influenceurs.tn/uploads/sahri.bahri.jpg,influenceurs.tn,2026-03-17 15:59:33
medislambouglia,Medislambouglia,Sport,"Mohamed Islam Bouglia Athlète •Tunisian🇹🇳 warrior🥇 •African champion of paratriathlon,rowing 🏆 •Business => bougliamohamedislem@gmail.com •Influencer🤝 •owner of @moon_clothing_97",469300,443,295,215700,0,0,0,0,0,54,https://www.influenceurs.tn/influencer/show/medislambouglia,https://www.influenceurs.tn/uploads/medislambouglia.jpg,influenceurs.tn,2026-03-17 15:59:43
salma_mahjoubi_officiel,Salma mahjoubi officiel,Actors,Acteur(ice) 🇹🇳🇪🇬 Dreamer Co founder of @nala.byssw For collabs contact : Salma.mahjoubi94@gmail.com,679500,2100,591,19,0,0,0,0,0,57,https://www.influenceurs.tn/influencer/show/salma_mahjoubi_officiel,https://www.influenceurs.tn/uploads/salma_mahjoubi_officiel.jpg,influenceurs.tn,2026-03-17 15:59:48
mohamed_amine_gara1,Dorra zarrouk,Actors,Med amine gara محمد امين قارة TV producer and presenter @elhiwarettounsi.tv Radio presenter producer @mosaiquefm,16700000,187,846,1200000,0,0,0,0,0,75,https://www.influenceurs.tn/influencer/show/mohamed_amine_gara1,https://www.influenceurs.tn/uploads/mohamed_amine_gara1.jpg,influenceurs.tn,2026-03-17 15:59:57
rihem_ben_alaya,Rihem ben alaya,Actors,Blog personnel 𝔻𝕚𝕘𝕚𝕥𝕒𝕝 𝕄𝕒𝕟𝕒𝕘𝕖𝕣 : @choukou_chilavert 𝕋𝕦𝕟𝕚𝕤 📍/ 📰 𝕁𝕠𝕦𝕣𝕟𝕒𝕝𝕚𝕤𝕥𝕖 / 𝕄𝕠𝕞 𝕠𝕗 𝕐𝕆𝕃𝕐𝕆𝕊 𝕂𝔸𝕐𝕊𝔼ℝ 🪬/ 𝕗𝕚𝕥𝕟𝕖𝕤𝕤 𝕘𝕚𝕣𝕝 🏋️,594000,467,144,68700,0,0,0,0,0,50,https://www.influenceurs.tn/influencer/show/rihem_ben_alaya,https://www.influenceurs.tn/uploads/rihem_ben_alaya.jpg,influenceurs.tn,2026-03-17 16:00:04
hamza_belloumi,Hamza belloumi,TV Host,Formation Tunisien 🇹🇳 📺 | AL HIWAR ETTOUNSI -الحقائق الاربع @academie.4verites 📲 | @injah_tv @al.mohakek 💡| Conférencier-formateur youtube.com/channel/UCIxQQZ8z7MEX-u_gbhTpZgQ,655600,569,1200,82,0,0,0,0,0,57,https://www.influenceurs.tn/influencer/show/hamza_belloumi,https://www.influenceurs.tn/uploads/hamza_belloumi.jpg,influenceurs.tn,2026-03-17 16:00:09
sarra__cherif,Sarra  cherif,Fashion,Sarra Cherif Hey stalker👀 Founder of @s2o_swimwear Minimalist | Glam content✨ Inquires🇹🇳: Sarracherif@karpainfluence.tn Inquires🇫🇷:sarracherif.collabs@gmail.com,642800,1400,248,3100,0,0,0,0,0,54,https://www.influenceurs.tn/influencer/show/sarra__cherif,https://www.influenceurs.tn/uploads/sarra__cherif.jpg,influenceurs.tn,2026-03-17 16:00:16
naoufelouertani,Naoufelouertani,TV Host,Animateur et Producteur @diwanfm @talvsa_tv,641400,1100,869,0,0,0,0,0,0,47,https://www.influenceurs.tn/influencer/show/naoufelouertani,https://www.influenceurs.tn/uploads/naoufelouertani.jpg,influenceurs.tn,2026-03-17 16:00:25
ali_zitouni,Ali zitouni,Sport,Sport ⚽️ ZITOUNI MANAGEMENT ⚽️ 🔝Agent-Intermediary / Futbol Menajeri 🔝Pl player for #Esperance #antalyaspor #troyes #ahlydubai #Tunisian #İnternational vm.tiktok.com/ZSJPahvA8,374700,501,361,264600,0,0,0,0,0,54,https://www.influenceurs.tn/influencer/show/ali_zitouni,https://www.influenceurs.tn/uploads/ali_zitouni.jpg,influenceurs.tn,2026-03-17 16:00:32
Maissa.tekaya,Dorra zarrouk,Actors,"Création digitale 👩‍👧‍👦 Maman comblée de Kenza , Sarah & Selim 📸 Capturant les petits moments du quotidien en famille 🥰✨ Joie, rires et amour, notre recette du bonheur",16700000,565,688,1200000,0,0,0,0,0,75,https://www.influenceurs.tn/influencer/show/Maissa.tekaya,https://www.influenceurs.tn/uploads/Maissa.tekaya.jpg,influenceurs.tn,2026-03-17 16:00:36
seima_girl,Seima girl,TV Host,Seïma Jabeur Création digitale 👷🏻‍♀️ Architecte de formation 🏗 ✏ 👩‍🍳 Passionnée par la cuisine 🤤,609100,3900,1500,0,0,0,0,0,0,47,https://www.influenceurs.tn/influencer/show/seima_girl,https://www.influenceurs.tn/uploads/seima_girl.jpg,influenceurs.tn,2026-03-17 16:00:43
eya.naccache,Eya.naccache,Fashion,"Création digitale FASHION, BEAUTY & EYEWEAR CONTENT ✨ Optician optometrist @naccache.opticalstore ✨ Management @3sixtyads 📩 Eya.naccache@3sixtyad.com",606100,5900,3200,52,0,0,0,0,0,57,https://www.influenceurs.tn/influencer/show/eya.naccache,https://www.influenceurs.tn/uploads/eya.naccache.jpg,influenceurs.tn,2026-03-17 16:01:08
amine.limemmm,Dorra zarrouk,Actors,Comédie Contact : limem.amine.contact@gmail.com Amine.limemm@gmail.com,16700000,4200,520,1200000,0,0,0,0,0,75,https://www.influenceurs.tn/influencer/show/amine.limemmm,https://www.influenceurs.tn/uploads/amine.limemmm.jpg,influenceurs.tn,2026-03-17 16:01:11
kenzatestouri,Kenzatestouri,Lifestyle,ɴᴜᴛʀɪᴛɪᴏɴɴɪsᴛᴇ 💫 From Nabeul 🌶️🔥♥️ Owner @kayko_mini_mall Moitiée🇹🇳moitiée🇩🇿 Mail:Testourikenzapro@gmail.com,588600,757,1400,46,0,0,0,0,0,57,https://www.influenceurs.tn/influencer/show/kenzatestouri,https://www.influenceurs.tn/uploads/kenzatestouri.jpg,influenceurs.tn,2026-03-17 16:01:14
aminaminouch,Aminaminouch,Lifestyle,"Création digitale #Fashion Addict | Love #Beauty | #LifeStyle. ❤️If You Can Dream It, You Can Do It. 📩amina_khedhir@yahoo.fr",578800,1900,4400,11,0,0,0,0,0,57,https://www.influenceurs.tn/influencer/show/aminaminouch,https://www.influenceurs.tn/uploads/aminaminouch.jpg,influenceurs.tn,2026-03-17 16:01:18
yosramassoudiofficial,Yosramassoudiofficial,Actors,Yosramassoudi يسرى مسعودي Actress Tunis🇹🇳cairo🇪🇬,512299,295,1100,61300,0,0,0,0,0,57,https://www.influenceurs.tn/influencer/show/yosramassoudiofficial,https://www.influenceurs.tn/uploads/yosramassoudiofficial.jpg,influenceurs.tn,2026-03-17 16:01:21
raniagabsi,Raniagabsi,Actors,Rania Gabsi Artiste Actress | Producer | Model | Animatrice Enseignante d’éducation physique Coach Esthétique Moderne 📩 Rania.gabsi@gmail.com,560500,1300,1200,0,0,0,0,0,0,47,https://www.influenceurs.tn/influencer/show/raniagabsi,https://www.influenceurs.tn/uploads/raniagabsi.jpg,influenceurs.tn,2026-03-17 16:01:24
rim_bl,Rim bl,Makeup Artist,Prestataire de services Bridal / Celebrities Makeup artist Beauty Blogger ☎️ +216 50656303 📍 everywhere Personal @itsrimbl Photoshoot @creativerimbl bit.ly/3d3l5Vz,558300,6100,1300,597,0,0,0,0,0,57,https://www.influenceurs.tn/influencer/show/rim_bl,https://www.influenceurs.tn/uploads/rim_bl.jpg,influenceurs.tn,2026-03-17 16:01:28
benalouaneyohan,Benalouaneyohan,Sport,Benalouane ⚽️ Football Player 🏆2016 Champion @lcfc 🏴󠁧󠁢󠁥󠁮󠁧󠁿 📲 Co Founder Origins @originsvc,558100,379,486,111,0,0,0,0,0,54,https://www.influenceurs.tn/influencer/show/benalouaneyohan,https://www.influenceurs.tn/uploads/benalouaneyohan.jpg,influenceurs.tn,2026-03-17 16:01:33
ammarjemal5,Ammarjemal5,Sport,Ammar Jemal Football player in Al Arabi club ⚽️ Qatar 🇶🇦 en.m.wikipedia.org/wiki/Ammar_Jemal,556200,388,184,796,0,0,0,0,0,50,https://www.influenceurs.tn/influencer/show/ammarjemal5,https://www.influenceurs.tn/uploads/ammarjemal5.jpg,influenceurs.tn,2026-03-17 16:01:37
rihem_ben_alaya,Rihem ben alaya,Actors,Blog personnel 𝔻𝕚𝕘𝕚𝕥𝕒𝕝 𝕄𝕒𝕟𝕒𝕘𝕖𝕣 : @choukou_chilavert 𝕋𝕦𝕟𝕚𝕤 📍/ 📰 𝕁𝕠𝕦𝕣𝕟𝕒𝕝𝕚𝕤𝕥𝕖 / 𝕄𝕠𝕞 𝕠𝕗 𝕐𝕆𝕃𝕐𝕆𝕊 𝕂𝔸𝕐𝕊𝔼ℝ 🪬/ 𝕗𝕚𝕥𝕟𝕖𝕤𝕤 𝕘𝕚𝕣𝕝 🏋️,594000,467,144,68700,0,0,0,0,0,50,https://www.influenceurs.tn/influencer/show/rihem_ben_alaya,https://www.influenceurs.tn/uploads/rihem_ben_alaya.jpg,influenceurs.tn,2026-03-17 16:01:40
hamza_belloumi,Hamza belloumi,TV Host,Formation Tunisien 🇹🇳 📺 | AL HIWAR ETTOUNSI -الحقائق الاربع @academie.4verites 📲 | @injah_tv @al.mohakek 💡| Conférencier-formateur youtube.com/channel/UCIxQQZ8z7MEX-u_gbhTpZgQ,655600,569,1200,82,0,0,0,0,0,57,https://www.influenceurs.tn/influencer/show/hamza_belloumi,https://www.influenceurs.tn/uploads/hamza_belloumi.jpg,influenceurs.tn,2026-03-17 16:01:43
sarra__cherif,Sarra  cherif,Fashion,Sarra Cherif Hey stalker👀 Founder of @s2o_swimwear Minimalist | Glam content✨ Inquires🇹🇳: Sarracherif@karpainfluence.tn Inquires🇫🇷:sarracherif.collabs@gmail.com,642800,1400,248,3100,0,0,0,0,0,54,https://www.influenceurs.tn/influencer/show/sarra__cherif,https://www.influenceurs.tn/uploads/sarra__cherif.jpg,influenceurs.tn,2026-03-17 16:01:53
naoufelouertani,Naoufelouertani,TV Host,Animateur et Producteur @diwanfm @talvsa_tv,641400,1100,869,0,0,0,0,0,0,47,https://www.influenceurs.tn/influencer/show/naoufelouertani,https://www.influenceurs.tn/uploads/naoufelouertani.jpg,influenceurs.tn,2026-03-17 16:01:55
ali_zitouni,Ali zitouni,Sport,Sport ⚽️ ZITOUNI MANAGEMENT ⚽️ 🔝Agent-Intermediary / Futbol Menajeri 🔝Pl player for #Esperance #antalyaspor #troyes #ahlydubai #Tunisian #İnternational vm.tiktok.com/ZSJPahvA8,374700,501,361,264600,0,0,0,0,0,54,https://www.influenceurs.tn/influencer/show/ali_zitouni,https://www.influenceurs.tn/uploads/ali_zitouni.jpg,influenceurs.tn,2026-03-17 16:02:01
Maissa.tekaya,Dorra zarrouk,Actors,"Création digitale 👩‍👧‍👦 Maman comblée de Kenza , Sarah & Selim 📸 Capturant les petits moments du quotidien en famille 🥰✨ Joie, rires et amour, notre recette du bonheur",16700000,565,688,1200000,0,0,0,0,0,75,https://www.influenceurs.tn/influencer/show/Maissa.tekaya,https://www.influenceurs.tn/uploads/Maissa.tekaya.jpg,influenceurs.tn,2026-03-17 16:02:04
seima_girl,Seima girl,TV Host,Seïma Jabeur Création digitale 👷🏻‍♀️ Architecte de formation 🏗 ✏ 👩‍🍳 Passionnée par la cuisine 🤤,609100,3900,1500,0,0,0,0,0,0,47,https://www.influenceurs.tn/influencer/show/seima_girl,https://www.influenceurs.tn/uploads/seima_girl.jpg,influenceurs.tn,2026-03-17 16:02:18
eya.naccache,Eya.naccache,Fashion,"Création digitale FASHION, BEAUTY & EYEWEAR CONTENT ✨ Optician optometrist @naccache.opticalstore ✨ Management @3sixtyads 📩 Eya.naccache@3sixtyad.com",606100,5900,3200,52,0,0,0,0,0,57,https://www.influenceurs.tn/influencer/show/eya.naccache,https://www.influenceurs.tn/uploads/eya.naccache.jpg,influenceurs.tn,2026-03-17 16:02:25
amine.limemmm,Dorra zarrouk,Actors,Comédie Contact : limem.amine.contact@gmail.com Amine.limemm@gmail.com,16700000,4200,520,1200000,0,0,0,0,0,75,https://www.influenceurs.tn/influencer/show/amine.limemmm,https://www.influenceurs.tn/uploads/amine.limemmm.jpg,influenceurs.tn,2026-03-17 16:02:34
kenzatestouri,Kenzatestouri,Lifestyle,ɴᴜᴛʀɪᴛɪᴏɴɴɪsᴛᴇ 💫 From Nabeul 🌶️🔥♥️ Owner @kayko_mini_mall Moitiée🇹🇳moitiée🇩🇿 Mail:Testourikenzapro@gmail.com,588600,757,1400,46,0,0,0,0,0,57,https://www.influenceurs.tn/influencer/show/kenzatestouri,https://www.influenceurs.tn/uploads/kenzatestouri.jpg,influenceurs.tn,2026-03-17 16:02:37
aminaminouch,Aminaminouch,Lifestyle,"Création digitale #Fashion Addict | Love #Beauty | #LifeStyle. ❤️If You Can Dream It, You Can Do It. 📩amina_khedhir@yahoo.fr",578800,1900,4400,11,0,0,0,0,0,57,https://www.influenceurs.tn/influencer/show/aminaminouch,https://www.influenceurs.tn/uploads/aminaminouch.jpg,influenceurs.tn,2026-03-17 16:02:47
yosramassoudiofficial,Yosramassoudiofficial,Actors,Yosramassoudi يسرى مسعودي Actress Tunis🇹🇳cairo🇪🇬,512299,295,1100,61300,0,0,0,0,0,57,https://www.influenceurs.tn/influencer/show/yosramassoudiofficial,https://www.influenceurs.tn/uploads/yosramassoudiofficial.jpg,influenceurs.tn,2026-03-17 16:02:54
raniagabsi,Raniagabsi,Actors,Rania Gabsi Artiste Actress | Producer | Model | Animatrice Enseignante d’éducation physique Coach Esthétique Moderne 📩 Rania.gabsi@gmail.com,560500,1300,1200,0,0,0,0,0,0,47,https://www.influenceurs.tn/influencer/show/raniagabsi,https://www.influenceurs.tn/uploads/raniagabsi.jpg,influenceurs.tn,2026-03-17 16:02:57
rim_bl,Rim bl,Makeup Artist,Prestataire de services Bridal / Celebrities Makeup artist Beauty Blogger ☎️ +216 50656303 📍 everywhere Personal @itsrimbl Photoshoot @creativerimbl bit.ly/3d3l5Vz,558300,6100,1300,597,0,0,0,0,0,57,https://www.influenceurs.tn/influencer/show/rim_bl,https://www.influenceurs.tn/uploads/rim_bl.jpg,influenceurs.tn,2026-03-17 16:03:00
benalouaneyohan,Benalouaneyohan,Sport,Benalouane ⚽️ Football Player 🏆2016 Champion @lcfc 🏴󠁧󠁢󠁥󠁮󠁧󠁿 📲 Co Founder Origins @originsvc,558100,379,486,111,0,0,0,0,0,54,https://www.influenceurs.tn/influencer/show/benalouaneyohan,https://www.influenceurs.tn/uploads/benalouaneyohan.jpg,influenceurs.tn,2026-03-17 16:03:03
ammarjemal5,Ammarjemal5,Sport,Ammar Jemal Football player in Al Arabi club ⚽️ Qatar 🇶🇦 en.m.wikipedia.org/wiki/Ammar_Jemal,556200,388,184,796,0,0,0,0,0,50,https://www.influenceurs.tn/influencer/show/ammarjemal5,https://www.influenceurs.tn/uploads/ammarjemal5.jpg,influenceurs.tn,2026-03-17 16:03:06
rihem_ben_alaya,Rihem ben alaya,Actors,Blog personnel 𝔻𝕚𝕘𝕚𝕥𝕒𝕝 𝕄𝕒𝕟𝕒𝕘𝕖𝕣 : @choukou_chilavert 𝕋𝕦𝕟𝕚𝕤 📍/ 📰 𝕁𝕠𝕦𝕣𝕟𝕒𝕝𝕚𝕤𝕥𝕖 / 𝕄𝕠𝕞 𝕠𝕗 𝕐𝕆𝕃𝕐𝕆𝕊 𝕂𝔸𝕐𝕊𝔼ℝ 🪬/ 𝕗𝕚𝕥𝕟𝕖𝕤𝕤 𝕘𝕚𝕣𝕝 🏋️,594000,467,144,68700,0,0,0,0,0,50,https://www.influenceurs.tn/influencer/show/rihem_ben_alaya,https://www.influenceurs.tn/uploads/rihem_ben_alaya.jpg,influenceurs.tn,2026-03-17 16:03:11
hamza_belloumi,Hamza belloumi,TV Host,Formation Tunisien 🇹🇳 📺 | AL HIWAR ETTOUNSI -الحقائق الاربع @academie.4verites 📲 | @injah_tv @al.mohakek 💡| Conférencier-formateur youtube.com/channel/UCIxQQZ8z7MEX-u_gbhTpZgQ,655600,569,1200,82,0,0,0,0,0,57,https://www.influenceurs.tn/influencer/show/hamza_belloumi,https://www.influenceurs.tn/uploads/hamza_belloumi.jpg,influenceurs.tn,2026-03-17 16:03:35
sarra__cherif,Sarra  cherif,Fashion,Sarra Cherif Hey stalker👀 Founder of @s2o_swimwear Minimalist | Glam content✨ Inquires🇹🇳: Sarracherif@karpainfluence.tn Inquires🇫🇷:sarracherif.collabs@gmail.com,642800,1400,248,3100,0,0,0,0,0,54,https://www.influenceurs.tn/influencer/show/sarra__cherif,https://www.influenceurs.tn/uploads/sarra__cherif.jpg,influenceurs.tn,2026-03-17 16:03:40
naoufelouertani,Naoufelouertani,TV Host,Animateur et Producteur @diwanfm @talvsa_tv,641400,1100,869,0,0,0,0,0,0,47,https://www.influenceurs.tn/influencer/show/naoufelouertani,https://www.influenceurs.tn/uploads/naoufelouertani.jpg,influenceurs.tn,2026-03-17 16:03:43
ali_zitouni,Ali zitouni,Sport,Sport ⚽️ ZITOUNI MANAGEMENT ⚽️ 🔝Agent-Intermediary / Futbol Menajeri 🔝Pl player for #Esperance #antalyaspor #troyes #ahlydubai #Tunisian #İnternational vm.tiktok.com/ZSJPahvA8,374700,501,361,264600,0,0,0,0,0,54,https://www.influenceurs.tn/influencer/show/ali_zitouni,https://www.influenceurs.tn/uploads/ali_zitouni.jpg,influenceurs.tn,2026-03-17 16:03:47
Maissa.tekaya,Dorra zarrouk,Actors,"Création digitale 👩‍👧‍👦 Maman comblée de Kenza , Sarah & Selim 📸 Capturant les petits moments du quotidien en famille 🥰✨ Joie, rires et amour, notre recette du bonheur",16700000,565,688,1200000,0,0,0,0,0,75,https://www.influenceurs.tn/influencer/show/Maissa.tekaya,https://www.influenceurs.tn/uploads/Maissa.tekaya.jpg,influenceurs.tn,2026-03-17 16:03:50
seima_girl,Seima girl,TV Host,Seïma Jabeur Création digitale 👷🏻‍♀️ Architecte de formation 🏗 ✏ 👩‍🍳 Passionnée par la cuisine 🤤,609100,3900,1500,0,0,0,0,0,0,47,https://www.influenceurs.tn/influencer/show/seima_girl,https://www.influenceurs.tn/uploads/seima_girl.jpg,influenceurs.tn,2026-03-17 16:03:53
